Nr;Regular;Triangulation;GKZ;Neighbors;regular Neighbors;non-regular Neighbors;F-Vector
20543;0;{0 1 9 13 15}{0 1 5 13 15}{0 2 3 11 15}{0 2 10 11 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15};22 6 4 7 1 9 10 1 1 7 7 6 10 4 5 20;12;2;10;16 65 110 84 24
20544;0;{0 2 3 11 15}{0 2 10 11 15}{0 10 12 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15};20 8 4 7 1 9 10 1 1 7 7 6 12 2 5 20;12;2;10;16 65 110 84 24
20549;0;{0 1 9 11 15}{0 1 5 7 15}{0 1 3 11 15}{0 1 3 7 15}{0 5 6 7 15}{0 9 12 13 15}{0 10 12 14 15}{0 3 10 11 15}{0 3 6 7 15}{0 6 12 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 8 9 10 12}{0 9 10 11 12}{0 5 6 13 15}{0 6 12 13 15}{0 2 3 6 14}{0 3 6 14 15}{0 3 10 14 15}{0 2 3 10 14}{0 5 6 12 13};24 5 2 8 1 7 9 4 1 7 7 6 10 5 6 18;11;2;9;16 65 110 84 24
20550;0;{0 1 9 11 15}{0 1 3 11 15}{0 9 12 13 15}{0 10 12 14 15}{0 3 10 11 15}{0 6 12 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 8 9 10 12}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 6 13 15}{0 6 12 13 15}{0 2 3 6 14}{0 3 6 14 15}{0 3 10 14 15}{0 2 3 10 14}{0 5 6 12 13};22 7 2 8 1 7 11 2 1 7 7 6 10 5 6 18;11;1;10;16 65 110 84 24
20556;0;{0 10 12 14 15}{0 5 12 13 15}{0 3 6 7 15}{0 6 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{0 10 12 13 15}{0 9 10 13 15}{0 5 6 7 12}{0 4 5 6 12}{0 1 9 10 15}{1 9 10 11 15}{0 8 9 10 12}{0 1 3 10 15}{1 3 10 11 15}{0 9 10 12 13}{0 5 7 12 15}{0 6 7 12 15}{0 2 3 6 14}{0 3 6 14 15}{0 3 10 14 15}{0 2 3 10 14};22 6 2 9 1 8 7 5 1 7 11 2 10 5 6 18;11;1;10;16 65 110 84 24
20565;0;{0 1 9 11 15}{0 1 3 11 15}{0 9 12 13 15}{0 10 12 14 15}{0 3 10 11 15}{0 6 12 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 8 9 10 12}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 6 13 15}{0 6 12 13 15}{0 2 3 6 14}{0 3 6 14 15}{0 3 10 14 15}{0 2 3 10 14}{1 3 5 6 15}{0 5 6 12 13};22 6 2 9 1 8 11 1 1 7 7 6 10 5 6 18;11;1;10;16 64 107 81 23
20578;0;{0 1 9 11 15}{0 1 5 7 15}{0 1 3 11 15}{0 1 3 7 15}{0 5 6 7 15}{0 9 12 13 15}{0 10 12 14 15}{0 3 10 11 15}{0 3 6 7 15}{0 6 12 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 2 3 6 10}{0 4 5 6 12}{0 8 9 10 12}{0 3 6 10 14}{0 9 10 11 12}{0 5 6 13 15}{0 6 12 13 15}{0 3 6 14 15}{0 3 10 14 15}{0 5 6 12 13};24 5 1 8 1 7 10 4 1 7 8 6 10 5 5 18;11;2;9;16 65 110 84 24
20579;0;{0 1 9 11 15}{0 1 3 11 15}{0 9 12 13 15}{0 10 12 14 15}{0 3 10 11 15}{0 6 12 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 2 3 6 10}{0 4 5 6 12}{0 8 9 10 12}{0 3 6 10 14}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 6 13 15}{0 6 12 13 15}{0 3 6 14 15}{0 3 10 14 15}{0 5 6 12 13};22 7 1 8 1 7 12 2 1 7 8 6 10 5 5 18;11;1;10;16 65 110 84 24
20585;0;{0 10 12 14 15}{0 5 12 13 15}{0 3 6 7 15}{0 6 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{0 10 12 13 15}{0 9 10 13 15}{0 2 3 6 10}{0 5 6 7 12}{0 4 5 6 12}{0 1 9 10 15}{1 9 10 11 15}{0 8 9 10 12}{0 3 6 10 14}{0 1 3 10 15}{1 3 10 11 15}{0 9 10 12 13}{0 5 7 12 15}{0 6 7 12 15}{0 3 6 14 15}{0 3 10 14 15};22 6 1 9 1 8 8 5 1 7 12 2 10 5 5 18;11;1;10;16 65 110 84 24
20596;0;{0 1 9 11 15}{0 1 3 11 15}{0 9 12 13 15}{0 10 12 14 15}{0 3 10 11 15}{0 6 12 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 2 3 6 10}{0 4 5 6 12}{0 8 9 10 12}{0 3 6 10 14}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 6 13 15}{0 6 12 13 15}{0 3 6 14 15}{0 3 10 14 15}{1 3 5 6 15}{0 5 6 12 13};22 6 1 9 1 8 12 1 1 7 8 6 10 5 5 18;11;1;10;16 64 107 81 23
20612;0;{0 9 12 13 15}{0 10 12 14 15}{0 3 10 11 15}{0 6 12 14 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 2 3 6 10}{0 4 5 6 12}{0 8 9 10 12}{0 3 6 10 14}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 6 13 15}{0 6 12 13 15}{0 3 6 14 15}{0 3 10 14 15}{1 3 5 6 15}{0 5 6 12 13};22 5 1 10 1 8 12 1 1 8 8 5 10 5 5 18;11;1;10;16 64 107 81 23
20630;0;{0 2 3 11 15}{0 2 3 7 15}{0 2 10 11 15}{0 2 6 7 15}{0 5 6 7 15}{0 10 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15};22 5 5 6 1 10 7 4 1 8 7 6 12 1 5 20;12;2;10;16 64 107 81 23
20631;0;{0 1 9 11 15}{0 1 3 11 15}{0 9 12 13 15}{0 3 10 11 15}{0 2 3 10 15}{0 2 3 6 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{6 10 12 14 15}{0 8 9 10 12}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 6 13 15}{2 6 10 12 15}{0 6 12 13 15}{0 2 6 12 15}{0 2 10 12 15}{0 5 6 12 13};20 7 5 6 1 7 12 2 1 7 8 6 12 5 1 20;11;2;9;16 65 110 84 24
20648;0;{0 2 3 10 15}{0 5 12 13 15}{0 3 6 7 15}{0 2 3 6 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{0 10 12 13 15}{0 9 10 13 15}{0 5 6 7 12}{0 4 5 6 12}{6 10 12 14 15}{0 1 9 10 15}{1 9 10 11 15}{0 8 9 10 12}{0 1 3 10 15}{1 3 10 11 15}{0 9 10 12 13}{2 6 10 12 15}{0 5 7 12 15}{0 6 7 12 15}{0 2 6 12 15}{0 2 10 12 15};20 6 5 7 1 8 8 5 1 7 12 2 12 5 1 20;11;2;9;16 65 110 84 24
20651;0;{0 5 6 7 15}{0 10 12 14 15}{0 3 10 11 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 2 6 7 10}{0 2 3 7 10}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15}{0 3 7 10 15}{0 6 7 10 15};22 5 2 7 1 10 7 6 1 8 10 5 12 1 5 18;11;1;10;16 64 107 81 23
20658;0;{0 2 3 11 15}{0 2 10 11 15}{0 2 10 14 15}{0 2 6 14 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15};22 5 5 7 1 10 9 1 1 8 6 6 10 3 6 20;12;3;9;16 63 104 78 22
20659;0;{0 2 3 11 15}{0 2 10 11 15}{0 2 10 14 15}{0 2 6 14 15}{0 10 12 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 5 9 12 15}{1 3 5 6 15};21 5 5 7 1 11 9 1 1 9 6 6 11 1 6 20;12;3;9;16 65 110 84 24
20674;0;{0 2 3 11 15}{0 2 10 11 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 3 5 6 15};22 5 4 7 1 10 10 1 1 8 7 6 10 3 5 20;12;2;10;16 63 104 78 22
20675;0;{0 2 3 11 15}{0 2 10 11 15}{0 10 12 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 5 9 12 15}{1 3 5 6 15};21 5 4 7 1 11 10 1 1 9 7 6 11 1 5 20;12;2;10;16 65 110 84 24
20678;0;{0 1 9 11 15}{0 1 3 11 15}{0 9 12 13 15}{0 3 10 11 15}{0 2 3 10 15}{0 2 3 6 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{6 10 12 14 15}{0 8 9 10 12}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 6 13 15}{2 6 10 12 15}{0 6 12 13 15}{0 2 6 12 15}{0 2 10 12 15}{1 3 5 6 15}{0 5 6 12 13};20 6 5 7 1 8 12 1 1 7 8 6 12 5 1 20;11;2;9;16 64 107 81 23
20681;0;{0 5 6 7 15}{0 10 12 14 15}{0 3 6 7 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{1 5 9 12 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 15};22 5 2 7 1 10 10 3 1 8 7 8 12 1 5 18;12;2;10;16 64 107 81 23
20682;0;{0 10 12 14 15}{0 1 3 5 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{3 5 6 7 15}{0 3 5 6 15}{0 5 12 14 15}{0 2 6 10 11}{1 5 9 12 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 15};21 5 2 8 1 11 11 1 1 8 7 8 12 1 5 18;12;2;10;16 65 110 84 24
20683;0;{0 10 12 14 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 2 6 10 11}{1 5 9 12 15}{1 3 5 6 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 15};20 7 2 7 1 10 12 1 1 8 7 8 12 1 5 18;12;2;10;16 64 107 81 23
20686;0;{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 2 6 10 11}{1 3 5 6 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 15};22 5 2 7 1 10 12 1 1 8 7 8 10 3 5 18;12;2;10;16 63 104 78 22
20687;0;{0 10 12 14 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{0 2 6 10 11}{0 5 9 12 15}{1 3 5 6 15}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 15};21 5 2 7 1 11 12 1 1 9 7 8 11 1 5 18;12;2;10;16 65 110 84 24
20708;0;{0 10 12 14 15}{0 3 10 11 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 12 14 15}{1 5 9 12 15}{0 2 3 6 14}{0 3 6 14 15}{0 3 10 14 15}{0 2 3 10 14}{1 3 5 6 15};20 7 2 10 1 10 9 1 1 8 7 5 12 1 8 18;12;3;9;16 65 110 84 24
20729;0;{0 1 9 13 15}{0 1 5 13 15}{0 9 10 11 15}{0 5 12 13 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 12 13 15}{0 9 10 13 15}{0 2 3 6 10}{0 4 5 6 12}{6 10 12 14 15}{0 8 9 10 12}{0 6 10 12 15}{1 5 6 7 15}{0 1 5 6 15}{0 9 10 12 13}{1 3 6 7 15}{0 1 3 6 15}{0 3 6 11 15}{0 6 10 11 15}{0 5 6 12 15}{0 3 6 10 11};21 7 1 7 1 7 14 2 1 7 11 5 10 6 1 19;11;3;8;16 63 104 78 22
20741;0;{0 5 12 13 15}{0 3 6 7 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{0 10 12 13 15}{0 9 10 13 15}{0 2 3 6 10}{0 5 6 7 12}{0 4 5 6 12}{6 10 12 14 15}{0 1 9 10 15}{1 9 10 11 15}{0 8 9 10 12}{0 6 10 12 15}{0 1 3 10 15}{1 3 10 11 15}{0 9 10 12 13}{0 5 7 12 15}{0 6 7 12 15}{0 3 6 10 15};21 6 1 8 1 8 10 5 1 7 14 2 11 5 1 19;11;3;8;16 63 104 78 22
20760;0;{0 1 9 13 15}{0 1 5 13 15}{0 9 10 11 15}{0 5 12 13 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 12 13 15}{0 9 10 13 15}{0 2 3 6 10}{0 4 5 6 12}{6 10 12 14 15}{0 8 9 10 12}{0 6 10 12 15}{0 1 5 6 15}{0 9 10 12 13}{0 1 3 6 15}{3 5 6 7 15}{1 3 5 6 15}{0 3 6 11 15}{0 6 10 11 15}{0 5 6 12 15}{0 3 6 10 11};21 6 1 8 1 8 14 1 1 7 11 5 10 6 1 19;11;3;8;16 64 107 81 23
20789;0;{0 9 12 13 15}{0 3 10 11 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 2 3 6 10}{0 4 5 6 12}{6 10 12 14 15}{0 8 9 10 12}{0 6 10 12 15}{0 1 5 6 15}{0 1 3 6 15}{0 9 10 11 12}{3 5 6 7 15}{0 5 6 13 15}{0 6 12 13 15}{1 3 5 6 15}{0 5 6 12 13}{0 3 6 10 15};21 5 1 9 1 8 14 1 1 8 10 5 11 5 1 19;11;3;8;16 64 107 81 23
20851;0;{0 1 5 7 15}{0 1 9 13 15}{0 1 5 13 15}{0 1 3 7 15}{0 5 6 7 15}{0 9 12 13 15}{0 10 12 14 15}{0 3 10 11 15}{0 5 12 13 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 2 6 7 10}{0 2 3 7 10}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 3 7 10 15}{0 6 7 10 15};24 5 2 6 1 8 7 7 1 7 10 5 10 4 5 18;11;2;9;16 65 110 84 24
20852;0;{0 1 5 7 15}{0 1 3 7 15}{0 5 6 7 15}{0 10 12 14 15}{0 3 10 11 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 2 6 7 10}{0 2 3 7 10}{0 4 5 6 12}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 3 7 10 15}{0 6 7 10 15};22 7 2 6 1 8 7 7 1 7 10 5 12 2 5 18;11;1;10;16 65 110 84 24
20855;0;{0 1 5 7 15}{0 1 3 7 15}{0 5 6 7 15}{0 10 12 14 15}{0 3 10 11 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 2 6 7 10}{0 2 3 7 10}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15}{0 3 7 10 15}{0 6 7 10 15};22 6 2 6 1 9 7 7 1 8 10 5 12 1 5 18;11;1;10;16 64 107 81 23
20872;0;{0 5 6 7 15}{0 10 12 14 15}{0 3 10 11 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 2 6 7 10}{0 2 3 7 10}{0 4 5 6 12}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 3 7 10 15}{0 6 7 10 15};22 6 2 7 1 9 7 6 1 7 10 5 12 2 5 18;11;1;10;16 65 110 84 24
20892;0;{0 1 9 13 15}{0 1 5 13 15}{0 2 3 11 15}{0 2 10 11 15}{0 2 10 14 15}{0 2 6 14 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15};22 7 5 6 1 8 9 2 1 7 6 6 10 4 6 20;12;2;10;16 65 110 84 24
20893;0;{0 2 3 11 15}{0 2 10 11 15}{0 2 10 14 15}{0 2 6 14 15}{0 10 12 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15};20 9 5 6 1 8 9 2 1 7 6 6 12 2 6 20;12;2;10;16 65 110 84 24
20932;0;{0 1 9 13 15}{0 1 5 13 15}{0 2 3 11 15}{0 2 10 11 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15};22 7 4 6 1 8 10 2 1 7 7 6 10 4 5 20;12;2;10;16 65 110 84 24
20933;0;{0 2 3 11 15}{0 2 10 11 15}{0 10 12 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15};20 9 4 6 1 8 10 2 1 7 7 6 12 2 5 20;12;2;10;16 65 110 84 24
20935;0;{0 2 3 11 15}{0 2 10 11 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15};22 6 4 6 1 9 10 2 1 8 7 6 10 3 5 20;12;2;10;16 65 110 84 24
20937;0;{0 2 3 11 15}{0 2 10 11 15}{0 10 12 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 1 5 9 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 5 9 12 15};21 6 4 6 1 10 10 2 1 9 7 6 11 1 5 20;12;2;10;16 64 107 81 23
20939;0;{0 2 3 11 15}{0 2 10 11 15}{0 10 12 14 15}{0 2 3 6 15}{0 3 9 11 15}{0 1 3 9 15}{0 2 6 10 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{5 9 12 13 15}{0 5 6 12 14}{0 1 9 12 15}{0 1 5 12 15}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{1 5 9 12 15};20 8 4 6 1 9 10 2 1 8 7 6 12 1 5 20;12;2;10;16 65 110 84 24
20993;0;{0 1 5 7 15}{0 1 9 13 15}{0 1 5 13 15}{0 1 3 7 15}{0 5 6 7 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 3 6 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 15};24 5 2 6 1 8 10 4 1 7 7 8 10 4 5 18;12;2;10;16 65 110 84 24
20994;0;{0 1 5 7 15}{0 1 3 7 15}{0 5 6 7 15}{0 10 12 14 15}{0 3 6 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 1 9 12 15}{1 9 12 13 15}{0 1 5 12 15}{1 5 12 13 15}{0 8 9 10 12}{0 5 6 14 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 15};22 7 2 6 1 8 10 4 1 7 7 8 12 2 5 18;12;2;10;16 65 110 84 24
20995;0;{0 1 9 13 15}{0 1 5 13 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 3 9 11 15}{0 1 3 9 15}{0 6 10 14 15}{0 10 11 12 15}{0 9 11 12 15}{0 4 5 6 12}{0 5 6 12 14}{0 8 9 10 12}{0 5 6 14 15}{1 5 6 7 15}{0 1 5 6 15}{1 3 6 7 15}{0 1 3 6 15}{0 9 10 11 12}{0 5 12 14 15}{0 2 6 10 11}{0 2 3 6 11}{0 3 6 11 15}{0 6 10 11 15};22 7 2 6 1 8 12 2 1 7 7 8 10 4 5 18;12;2;10;16 65 110 84 24
